call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
F150086902,113,"Cooking fire, confined to container","800 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15210",2015-11-03T20:32:55,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,6-Apr,40.42153188,-79.99357756
F150086908,150,"Outside rubbish fire, Other","200 BLOCK ROCHELLE ST, PITTSBURGH PA 15210",2015-11-03T21:08:57,0,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,6-Apr,40.41505082,-79.99062279
F150086913,111,Building fire,"7300 BLOCK BENNETT ST, PITTSBURGH PA 15208",2015-11-03T21:48:52,1,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45586786,-79.89442424
F160083056,118,"Trash or rubbish fire, contained","300 BLOCK ARABELLA ST, PITTSBURGH PA 15210",2016-10-17T19:11:59,1,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.4121654,-79.99306681
F160083057,113,"Cooking fire, confined to container","600 BLOCK CLYDE ST, PITTSBURGH PA 15213",2016-10-17T19:17:39,1,231EN10,709,Shadyside,8,7,42003070900,2,7,4,9-Feb,40.44881837,-79.94667162
F160083138,131,Passenger vehicle fire,"LECKY AVE & ECKERT ST, PITTSBURGH PA 15212",2016-10-18T06:00:15,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47176172,-80.03653408
F160083268,131,Passenger vehicle fire,"4200 BLOCK EVERGREEN RD, PITTSBURGH PA 15214",2016-10-18T14:25:34,0,231EN34,2612,Summer Hill,1,26,42003261200,1,26,1,15-Jan,40.49385642,-80.00701916
F160083606,131,Passenger vehicle fire,"WESTERN AVE & ALLEGHENY AVE, PITTSBURGH PA 15233",2016-10-19T13:52:32,0,231EN37,2108,Allegheny West,1,22,42003562700,1,22,1,8-Jan,40.45151774,-80.01889719
F160083769,111,Building fire,"1300 BLOCK FEDERAL ST, PITTSBURGH PA 15212",2016-10-20T04:58:54,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,6-Jan,40.45673145,-80.00687314
F160084098,113,"Cooking fire, confined to container","100 BLOCK RHINE PL, PITTSBURGH PA 15212",2016-10-21T05:03:50,1,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,40.4667862,-79.99409859
F140075363,131,Passenger vehicle fire,"SPRING GARDEN AVE & WICKLIN, PITTSBURGH PA 15212",2014-10-20T06:40:18,0,231EN32,2412,,,,,,,,24-Jan,,
F160084168,111,Building fire,"6500 BLOCK SHETLAND ST, PITTSBURGH PA 15206",2016-10-21T09:57:32,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46342545,-79.90922753
F140076018,113,"Cooking fire, confined to container","8800 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15221",2014-10-22T15:12:12,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.4570063,-79.87771018
F150086933,111,Building fire,"6600 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15219",2015-11-03T23:43:37,1,231EN08,1208,Larimer,9,12,42003120800,2,12,5,10-Mar,40.45922043,-79.91088157
F150087106,113,"Cooking fire, confined to container","700 BLOCK KELLY AVE, PITTSBURGH PA 15221",2015-11-04T14:27:40,1,231EN16,NA,,,,42003560500,,,,21-Mar,40.43963118,-79.88650359
F150087153,113,"Cooking fire, confined to container","4400 BLOCK CENTRE AVE, PITTSBURGH PA 15213",2015-11-04T16:48:46,1,231EN18,507,North Oakland,8,4,42003562000,3,4,4,23-Feb,40.45117795,-79.95357931
F150087336,132,Road freight or transport vehicle fire,"7TH BLOCK AVE & GRANT ST, PITTSBURGH PA 15222",2015-11-05T12:05:07,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44215701,-79.99495842
F150087373,141,"Forest, woods or wildland fire","MOONEY RD & MIFFLIN RD, PITTSBURGH PA 15207",2015-11-05T14:12:30,0,231EN20,3103,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,40.37907586,-79.9238796
F150087429,154,Dumpster or other outside trash receptacle fire,"1200 BLOCK MIFFLIN RD, PITTSBURGH PA 15203",2015-11-05T16:57:58,0,231EN24,3102,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,40.37146767,-79.91615023
F150087481,151,"Outside rubbish, trash or waste fire","2100 BLOCK MCNARY BLVD, PITTSBURGH PA 15221",2015-11-05T21:07:29,0,231EN16,NA,,,,42003561400,,,,20-Mar,40.44782104,-79.86003687
F150087493,131,Passenger vehicle fire,"5400 BLOCK HAMPTON ST, PITTSBURGH PA 15206",2015-11-05T22:02:01,0,231EN07,1102,Morningside,7,10,42003101400,2,10,5,7-Mar,40.4769763,-79.92951523
F150087527,111,Building fire,"2800 BLOCK FREDERICK ST, PITTSBURGH PA 15212",2015-11-06T04:36:14,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.46995906,-80.02965709
F150087867,134,Water vehicle fire,"900 BLOCK BEAVER AVE, PITTSBURGH PA 15233",2015-11-07T11:54:41,0,231EN37,2108,Chateau,6,21,42003980600,1,21,1,8-Jan,40.45087977,-80.02830995
F160084584,113,"Cooking fire, confined to container","00 BLOCK N COMMONS ST, PITTSBURGH PA 15212",2016-10-22T15:36:06,1,231EN03,2204,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,40.4538766,-80.00617521
F150087949,111,Building fire,"2400 BLOCK SPRING ST, PITTSBURGH PA 15210",2015-11-07T18:49:54,2,231EN22,1603,Strip District,7,2,42003020300,6,2,2,25-Feb,40.45307682,-79.98024759
F150087960,113,"Cooking fire, confined to container","2200 BLOCK SPRING ST, PITTSBURGH PA 15210",2015-11-07T20:12:06,1,231EN30,1603,Arlington,3,16,42003561600,4,16,3,8-Apr,40.41624654,-79.97602255
F150087975,150,"Outside rubbish fire, Other","2500 BLOCK LETICOE ST, PITTSBURGH PA 15203",2015-11-07T21:52:57,0,231EN27,1608,South Side Slopes,3,16,42003160800,4,16,3,24-Apr,40.42335706,-79.97181089
F150088169,151,"Outside rubbish, trash or waste fire","00 BLOCK BAILEY AVE, PITTSBURGH PA 15210",2015-11-08T21:30:21,1,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,5-Apr,40.42707068,-80.00514597
F150088249,111,Building fire,"300 BLOCK E NORTH AVE, PITTSBURGH PA 15212",2015-11-09T09:45:00,1,231EN32,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45494869,-80.00964027
F150088420,151,"Outside rubbish, trash or waste fire","STERRETT ST & FIELDING WAY, PITTSBURGH PA 15208",2015-11-09T21:09:57,0,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45801865,-79.89370611
F150088707,111,Building fire,"2400 BLOCK LAKETON RD, PITTSBURGH PA 15221",2015-11-10T23:26:13,1,231EN17,NA,,,,42003561400,,,,20-Mar,40.45462147,-79.858158
F140077081,142,Brush or brush-and-grass mixture fire,"E ELIZABETH ST & 2ND AVE, PITTSBURGH PA 15207",2014-10-26T18:59:18,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40709103,-79.94327177
F150088974,116,"Fuel burner/boiler malfunction, fire confined","2700 BLOCK STAFFORD ST, PITTSBURGH PA 15204",2015-11-12T04:55:24,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45454117,-80.04814348
F150089101,111,Building fire,"300 BLOCK AUGUSTA ST, PITTSBURGH PA 15211",2015-11-12T13:29:48,1,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,40.43746761,-80.02309755
F140077082,154,Dumpster or other outside trash receptacle fire,"FONTELLA ST & FAULSEY WAY, PITTSBURGH PA 15233",2014-10-26T19:04:30,0,231EN37,2107,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45237142,-80.02212681
F150089185,113,"Cooking fire, confined to container","200 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15211",2015-11-12T16:07:02,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,16-Apr,40.42074774,-80.00470152
F150089287,130,"Mobile property (vehicle) fire, Other","2500 BLOCK ALLEQUIPPA ST, PITTSBURGH PA 15213",2015-11-12T19:54:11,0,231EN10,402,West Oakland,6,4,42003040200,3,4,4,10-Feb,40.44111815,-79.96771043
F150089352,111,Building fire,"2500 BLOCK EDGAR ST, PITTSBURGH PA 15210",2015-11-13T03:51:23,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,23-Apr,40.3858648,-79.98191973
F150089443,112,Fires in structure other than in a building,"1300 BLOCK VICKROY ST, PITTSBURGH PA 15219",2015-11-13T11:46:04,1,231EN04,103,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43593354,-79.98732781
F150089530,113,"Cooking fire, confined to container","3500 BLOCK CALIFORNIA AVE, PITTSBURGH PA 15212",2015-11-13T17:07:48,1,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.47825349,-80.04027014
F150089649,131,Passenger vehicle fire,"1200 BLOCK ARCH ST, PITTSBURGH PA 15212",2015-11-14T05:31:34,0,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45580133,-80.00860664
F150089746,131,Passenger vehicle fire,"600 BLOCK COMMONWEALTH PL, PITTSBURGH PA 15219",2015-11-14T13:30:42,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44173292,-80.0064055
F150089797,113,"Cooking fire, confined to container","1600 BLOCK 5TH AVE, PITTSBURGH PA 15219",2015-11-14T16:50:19,1,231EN04,305,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43825639,-79.98386148
F150089801,142,Brush or brush-and-grass mixture fire,"1400 BLOCK HILL AVE, PITTSBURGH PA 15221",2015-11-14T17:22:08,0,231EN16,NA,,,,42003561500,,,,20-Mar,40.44244895,-79.87289933
F150089896,113,"Cooking fire, confined to container","5800 BLOCK DARLINGTON RD, PITTSBURGH PA 15217",2015-11-15T04:18:54,1,231EN18,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.4369238,-79.92281243
F150089900,111,Building fire,"6900 BLOCK WILTSIE ST, PITTSBURGH PA 15206",2015-11-15T04:45:41,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003981800,2,12,5,18-Mar,40.47572356,-79.89836747
F150089905,113,"Cooking fire, confined to container","5100 BLOCK MARGARET MORRISON ST, PITTSBURGH PA 15213",2015-11-15T05:31:16,1,231EN18,1401,Squirrel Hill North,5,14,42003140100,3,14,4,8-Feb,40.44166849,-79.94148606
F150089981,151,"Outside rubbish, trash or waste fire","00 BLOCK BIRMINGHAM BRG, PITTSBURGH PA 15203",2015-11-15T14:27:33,0,231EN24,1609,,3,,42003160900,,,,24-Apr,40.43368018,-79.973367
F150089985,138,Off-road vehicle or heavy equipment fire,"1500 BLOCK BREINING ST, PITTSBURGH PA 15226",2015-11-15T14:44:55,0,231EN26,3207,Brookline,4,32,42003320600,4,32,6,25-Apr,40.38957616,-80.00800559
F150090011,151,"Outside rubbish, trash or waste fire","1600 BLOCK E SAW MILL RUN BLVD, PITTSBURGH PA 15210",2015-11-15T16:08:48,0,231EN26,3206,Brookline,4,32,42003320600,4,32,6,25-Apr,40.397783,-79.9998956
F150090012,142,Brush or brush-and-grass mixture fire,"600 BLOCK BAUSMAN ST, PITTSBURGH PA 15210",2015-11-15T16:10:04,0,231EN23,1809,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.4141261,-79.99693858
F140078247,160,"Special outside fire, Other","BIDDLE AVE & SAVANNAH AVE, PITTSBURGH PA 15221",2014-10-31T12:55:08,0,231EN16,NA,,,,42003560500,,,,21-Mar,40.43740662,-79.89429723
F150080414,131,Passenger vehicle fire,"E OHIO ST & CEDAR AVE, PITTSBURGH PA 15222",2015-10-11T21:41:28,0,231EN32,2204,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,40.45331224,-80.00169385
F150080520,132,Road freight or transport vehicle fire,"500 BLOCK BALDWIN RD, PITTSBURGH PA 15207",2015-10-12T09:26:42,0,231EN20,3101,Hays,5,31,42003562900,3,31,4,20-Apr,40.38615221,-79.93296096
F150080550,116,"Fuel burner/boiler malfunction, fire confined","200 BLOCK 45TH ST, PITTSBURGH PA 15201",2015-10-12T10:52:25,1,231EN07,902,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.4720956,-79.95932284
F160084828,113,"Cooking fire, confined to container","5900 BLOCK KEEFE ST, PITTSBURGH PA 15207",2016-10-23T16:17:35,1,231EN20,3102,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,40.36471313,-79.9095229
F160085094,113,"Cooking fire, confined to container","5800 BLOCK BEACON ST, PITTSBURGH PA 15217",2016-10-24T17:46:28,1,231EN18,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.43471505,-79.92270467
F160085381,151,"Outside rubbish, trash or waste fire","500 BLOCK ARLINGTON AVE, PITTSBURGH PA 15120",2016-10-25T18:37:11,0,231EN27,1803,Allentown,3,18,42003180300,4,18,3,5-Apr,40.42747837,-79.99516976
F160085743,113,"Cooking fire, confined to container","200 BLOCK ALRIES ST, PITTSBURGH PA 15210",2016-10-27T07:25:02,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.39956801,-79.98561967
F160085992,151,"Outside rubbish, trash or waste fire","200 BLOCK SEABRIGHT ST, PITTSBURGH PA 15219",2016-10-27T23:33:39,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.46577532,-80.01010824
F160086018,111,Building fire,"3100 BLOCK FARONIA ST, PITTSBURGH PA 15204",2016-10-28T04:13:51,1,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45116403,-80.06481644
F160086174,113,"Cooking fire, confined to container","500 BLOCK S GRAHAM ST, PITTSBURGH PA 15208",2016-10-28T15:12:56,1,231EN08,709,Shadyside,8,7,42003070900,2,7,4,22-Mar,40.45652829,-79.93654885
F160086406,113,"Cooking fire, confined to container","8500 BLOCK DERSAM ST, PITTSBURGH PA 15208",2016-10-29T12:23:06,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.45920741,-79.8759344
F170080875,130,"Mobile property (vehicle) fire, Other","800 BLOCK FARRAGUT ST, PITTSBURGH PA 15206",2017-09-30T09:58:55,0,231EN08,1106,Highland Park,7,11,42003110600,2,11,5,9-Mar,40.46956749,-79.91976321
F160086463,111,Building fire,"6500 BLOCK DEARY ST, PITTSBURGH PA 15206",2016-10-29T16:47:44,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,15-Mar,40.46690349,-79.90598345
F160086505,154,Dumpster or other outside trash receptacle fire,"BOYD ST & DIAMOND ST, PITTSBURGH PA 15219",2016-10-29T19:24:39,0,231EN04,103,Bluff,6,1,42003010300,6,1,2,4-Feb,40.43865608,-79.99329301
F160086749,111,Building fire,"100 BLOCK CRAIGHEAD ST, PITTSBURGH PA 15210",2016-10-30T18:01:48,1,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,5-Apr,40.42214769,-79.99839848
F140053435,142,Brush or brush-and-grass mixture fire,"100 BLOCK KENNEDY AVE, PITTSBURGH PA 15214",2014-07-26T18:39:54,0,231EN38,2615,Perry South,1,26,42003261500,1,26,1,23-Jan,40.47444306,-80.0080969
F150090038,113,"Cooking fire, confined to container","5500 BLOCK CENTRE AVE, PITTSBURGH PA 15206",2015-11-15T17:37:15,1,231EN08,807,Friendship,7,8,42003080700,2,8,5,22-Mar,40.45663345,-79.93643514
F150090060,140,"Natural vegetation fire, Other","6900 BLOCK PRESIDENT WAY, PITTSBURGH PA 15206",2015-11-15T18:56:46,0,231EN07,1014,Morningside,7,10,42003101400,2,10,5,7-Mar,40.48501084,-79.92620345
F150090062,113,"Cooking fire, confined to container","00 BLOCK ALLEGHENY CENTER MALL, PITTSBURGH PA 15212",2015-11-15T19:30:42,1,231EN32,2204,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,40.45127029,-80.00314529
F150090198,111,Building fire,"2400 BLOCK SHADY AVE, PITTSBURGH PA 15217",2015-11-16T10:37:14,1,231EN18,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.43002809,-79.92063357
F150090350,118,"Trash or rubbish fire, contained","800 BLOCK ORMSBY AVE, PITTSBURGH PA 15210",2015-11-16T19:49:32,1,231EN22,1606,St. Clair,3,16,42003561700,4,16,3,8-Apr,40.41208572,-79.97617683
F150090599,142,Brush or brush-and-grass mixture fire,"HAMILTON AVE & N DUNFERMLIN, PITTSBURGH PA 15208",2015-11-17T16:23:23,0,231EN17,1303,,,,,,,,17-Mar,,
F150090611,154,Dumpster or other outside trash receptacle fire,"2400 BLOCK W CARSON ST, PITTSBURGH PA 15204",2015-11-17T16:58:56,0,231EN31,2017,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42790815,-79.97079297
F150090669,131,Passenger vehicle fire,"FORWARD AVE & MURRAY AVE, PITTSBURGH PA 15217",2015-11-17T21:29:32,0,231EN18,1413,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,40.42973793,-79.92348532
F170078955,131,Passenger vehicle fire,"2400 BLOCK BAZORE ST, PITTSBURGH PA 15216",2017-09-24T00:31:05,0,231EN28,1920,Beechview,4,19,42003192000,5,19,6,28-Apr,40.39999736,-80.02556812
F140079696,100,"Fire, Other","300 BLOCK MATHEWS AVE, PITTSBURGH PA 15210",2014-11-05T19:35:20,1,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.41308952,-79.99306017
F150090682,142,Brush or brush-and-grass mixture fire,"BASIC AVE & VANE ST, PITTSBURGH PA 15207",2015-11-17T23:26:01,0,231EN20,3103,New Homestead,5,31,42003310300,3,31,4,20-Apr,40.39600868,-79.91903239
F150090747,118,"Trash or rubbish fire, contained","600 BLOCK MAYTIDE ST, PITTSBURGH PA 15227",2015-11-18T07:46:22,1,231EN23,3204,Carrick,4,32,42003290400,4,32,3,23-Apr,40.38416835,-79.99035706
F150090830,113,"Cooking fire, confined to container","2400 BLOCK SARAH ST, PITTSBURGH PA 15203",2015-11-18T12:00:28,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42722254,-79.97140725
F150090933,111,Building fire,"500 BLOCK PAULSON AVE, PITTSBURGH PA 15206",2015-11-18T17:34:28,2,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46324451,-79.91209548
F150091231,131,Passenger vehicle fire,"N PACIFIC AVE & COLUMBO ST, PITTSBURGH PA 15224",2015-11-19T17:08:02,0,231EN07,1016,Garfield,9,10,42003101600,2,10,5,4-Mar,40.46909499,-79.93910365
F150091237,131,Passenger vehicle fire,"700 BLOCK I376 EB HWY, PITTSBURGH PA 15224",2015-11-19T17:21:03,0,231EN04,1517,Mount Washington,2,19,42003190300,5,19,3,1-Apr,40.4355071,-80.01741046
F150081597,113,"Cooking fire, confined to container","2000 BLOCK FAIRLAWN ST, PITTSBURGH PA 15221",2015-10-15T22:03:43,1,231EN16,1306,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45034955,-79.87007921
F150081599,113,"Cooking fire, confined to container","500 BLOCK KNOLL ST, PITTSBURGH PA 15212",2015-10-15T22:10:59,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45743796,-80.00189362
F150081912,100,"Fire, Other","800 BLOCK LILLIAN ST, PITTSBURGH PA 15210",2015-10-16T23:58:03,0,231EN22,1803,Allentown,3,18,42003180300,4,18,3,6-Apr,40.41861131,-79.99355089
F160086899,131,Passenger vehicle fire,"6600 BLOCK BUTLER ST, PITTSBURGH PA 15201",2016-10-31T09:59:37,0,231EN07,1014,Stanton Heights,7,10,42003101800,2,10,5,7-Mar,40.48909211,-79.93336046
F160087104,113,"Cooking fire, confined to container","5200 BLOCK CENTRE AVE, PITTSBURGH PA 15232",2016-10-31T22:36:24,1,231EN08,709,Shadyside,8,7,42003070900,2,7,4,1-Mar,40.45494018,-79.9405853
F160087337,130,"Mobile property (vehicle) fire, Other","2400 BLOCK ARLINGTON AVE, PITTSBURGH PA 15210",2016-11-01T17:03:34,0,231EN22,1608,Arlington,3,16,42003561600,4,16,3,22-Apr,40.41729197,-79.97283879
F140053714,113,"Cooking fire, confined to container","2100 BLOCK WHARTON ST, PITTSBURGH PA 15203",2014-07-27T19:05:16,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.43002233,-79.97539547
F170079049,142,Brush or brush-and-grass mixture fire,"400 BLOCK ELLA ST, WILKINSBURG PA 15221",2017-09-24T12:51:14,0,231EN16,NA,,,,42003561000,,,,21-Mar,40.4347827,-79.8802946
F160087356,151,"Outside rubbish, trash or waste fire","3200 BLOCK LANGFITT AVE, PITTSBURGH PA 15212",2016-11-01T17:48:58,0,231EN35,2715,Marshall-Shadeland,1,27,42003270300,1,27,1,14-Jan,40.47338744,-80.03644209
F170079058,113,"Cooking fire, confined to container","1000 BLOCK S TRENTON AVE, WILKINSBURG PA 15221",2017-09-24T13:22:33,1,231EN16,NA,,,,42003561000,,,,21-Mar,40.44008171,-79.88020091
F160087498,131,Passenger vehicle fire,"GRANT ST & OLIVER AVE, PITTSBURGH PA 15219",2016-11-02T08:02:22,0,231EN04,201,Central Business District,6,2,42003020100,6,2,2,4-Jan,40.44010427,-79.99633219
F140080155,111,Building fire,"3700 BLOCK OAKDALE ST, PITTSBURGH PA 15212",2014-11-07T16:52:58,1,231EN34,2708,Brighton Heights,1,26,42003270800,1,26,1,15-Jan,40.48528046,-80.0251863
F150091275,131,Passenger vehicle fire,"700 BLOCK HARGROVE ST, PITTSBURGH PA 15216",2015-11-19T20:46:43,0,231EN28,1915,Mount Washington,4,19,42003191500,5,19,3,28-Apr,40.41447709,-80.01292164
F150091734,113,"Cooking fire, confined to container","1200 BLOCK FORD ST, PITTSBURGH PA 15205",2015-11-21T11:31:11,1,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,18-Jan,40.44178549,-80.05706045
F150091996,113,"Cooking fire, confined to container","1000 BLOCK ELKTON ST, PITTSBURGH PA 15220",2015-11-22T13:11:12,1,231EN30,2020,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44694874,-80.03613732
F150092222,142,Brush or brush-and-grass mixture fire,"STRANAHAN ST & APPLE AVE, PITTSBURGH PA 15208",2015-11-23T11:02:58,0,231EN17,1202,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.46254289,-79.89445388
F150092258,111,Building fire,"6600 BLOCK SHETLAND ST, PITTSBURGH PA 15206",2015-11-23T13:05:49,1,231EN08,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46156929,-79.9079847
F160087536,111,Building fire,"100 BLOCK W CHERRYHILL ST, PITTSBURGH PA 15210",2016-11-02T10:14:54,1,231EN23,2901,Carrick,4,29,42003290200,4,29,3,12-Apr,40.39850564,-79.98802894
F150092353,131,Passenger vehicle fire,"700 BLOCK SHAWNEE ST, PITTSBURGH PA 15219",2015-11-23T17:45:34,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,22-Feb,40.45127409,-79.96351931
F150092383,160,"Special outside fire, Other","MEADOW ST & LOWELL ST, PITTSBURGH PA 15206",2015-11-23T19:44:49,0,231EN15,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46220738,-79.91106967
F150092438,111,Building fire,"1800 BLOCK LEOLYN ST, PITTSBURGH PA 15210",2015-11-24T05:31:09,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.39747253,-79.98556752
F150092561,113,"Cooking fire, confined to container","600 BLOCK PENN AVE, PITTSBURGH PA 15219",2015-11-24T14:26:22,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44258495,-80.00178951
F140081044,143,Grass fire,"900 BLOCK BROOKLINE BLVD, PITTSBURGH PA 15226",2014-11-11T15:11:54,0,231EN26,1919,Brookline,4,19,42003191800,4,19,6,26-Apr,40.39287148,-80.01918649
F130031129,113,"Cooking fire, confined to container","100 BLOCK PARKFIELD ST, PITTSBURGH PA 15210",2013-05-07T18:46:24,1,231EN10,2901,Carrick,4,29,42003290400,4,29,3,23-Apr,40.39125233,-79.98734141
F140026093,111,Building fire,"900 BLOCK BROOKLINE BLVD, PITTSBURGH PA 15226",2014-04-11T22:00:40,1,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.39287148,-80.01918649
F150092714,111,Building fire,"600 BLOCK DORNBUSH ST, PITTSBURGH PA 15221",2015-11-25T07:54:07,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.45252634,-79.87641284
F150092763,118,"Trash or rubbish fire, contained","500 BLOCK KILBOURNE ST, PITTSBURGH PA 15207",2015-11-25T10:42:33,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.41259015,-79.934984
